bedrooms,bathrooms,floors,yr_built,price
4,2.5,2.0,2012,3475000.0
4,2.25,2.0,1986,3650000.0
3,1.0,1.0,1951,5880000.0
3,1.75,1.0,1977,6050000.0
3,3.25,2.0,1937,13000000.0
3,2.0,1.0,1974,2330000.0
4,2.5,2.0,1997,3600000.0
2,1.75,1.0,1929,4590000.0
3,2.0,1.0,1995,7400000.0
3,1.0,1.0,1967,3050000.0
3,1.0,1.0,1925,3950000.0
4,2.5,2.0,2000,5600000.0
4,1.75,1.0,1963,6500000.0
3,2.5,2.0,2003,4499500.0
3,1.5,1.0,1940,5175000.0
4,1.5,1.0,1970,4350000.0
3,1.0,1.0,1952,3299990.0
3,1.75,1.0,1960,9500000.0
3,1.0,1.0,1944,4470000.0
2,2.5,1.0,2010,6998000.0
3,1.75,1.0,1911,8500000.0
3,1.75,1.0,1979,3165000.0
5,3.5,1.0,1981,9425000.0
2,2.25,2.0,1991,13100000.0
4,2.25,1.0,1964,8566000.0
5,1.5,2.5,1918,4056000.0
4,2.5,2.0,1996,5650000.0
3,2.25,2.0,2008,4000000.0
3,2.0,1.0,1997,3300000.0
4,2.75,2.0,2005,3749500.0
3,2.75,1.0,1983,4053000.0
3,2.25,2.0,1984,5600000.0
4,2.25,1.0,1961,8240000.0
3,1.75,1.0,1984,2600000.0
4,2.5,1.0,1965,7600000.0
3,2.5,2.0,1995,4050000.0
4,2.5,2.0,1987,4299000.0
3,1.5,1.0,1961,3415000.0
5,2.0,1.5,1957,4652500.0
2,2.0,1.5,1912,4500000.0
3,1.0,1.0,1955,3900000.0
3,2.25,1.0,1963,4200000.0
3,2.5,2.0,2002,2699500.0
4,2.0,1.0,1910,4930000.0
4,2.5,2.0,1998,3700000.0
5,4.25,1.5,1905,22500000.0
3,1.0,1.0,1967,3050000.0
3,1.75,1.5,1938,4000000.0
3,1.5,2.0,2009,3200000.0
4,1.0,2.0,1911,7150000.0
6,2.75,1.5,1966,6500000.0
5,1.75,1.0,1966,2180000.0
2,1.0,1.0,1964,5000000.0
4,2.0,1.0,1984,4600000.0
3,1.5,1.0,1969,2325000.0
3,2.5,2.0,1990,4082000.0
3,1.75,1.0,1980,5220000.0
4,2.5,2.0,1982,6750000.0
4,3.5,1.0,1999,13550000.0
4,1.0,1.5,1952,2499500.0
2,1.0,1.0,1950,2100000.0
4,1.0,1.0,1947,4299500.0
4,2.5,2.0,1993,7375000.0
4,2.0,1.0,1958,7100000.0
3,2.5,2.0,1999,4700000.0
4,3.5,1.0,1993,11000000.0
3,2.0,1.5,1913,6500000.0
4,2.5,1.0,1967,12160000.0
3,2.5,2.0,1987,4221200.0
5,2.5,2.0,2007,6250000.0
4,1.0,1.5,1954,3852000.0
3,2.25,2.0,1989,5000000.0
4,2.25,2.0,1989,3080000.0
3,2.75,1.0,1977,5650000.0
3,2.5,2.0,2004,5810000.0
3,2.0,1.0,1999,3610000.0
3,1.0,1.0,1964,3450000.0
2,2.25,2.0,2008,4190000.0
3,2.5,2.0,2004,3470000.0
4,2.25,2.0,1989,6250000.0
4,4.25,2.0,1999,24000000.0
3,3.25,2.5,2014,3790000.0
3,1.5,2.0,1988,3100000.0
2,2.0,1.0,1941,2500000.0
5,2.75,2.0,2005,6820000.0
3,2.0,1.0,1992,2465000.0
3,1.0,1.5,1932,3250000.0
4,2.5,2.0,2004,3109500.0
3,2.0,2.0,1931,11000000.0
3,1.0,1.0,1954,2875000.0
3,1.0,1.0,1954,4310000.0
3,1.0,1.0,1968,2260000.0
3,1.75,1.5,1926,8250000.0
4,1.0,1.5,1947,1750000.0
3,1.5,1.0,1959,4657500.0
4,2.25,2.0,1983,6590000.0
3,1.75,1.0,1941,5950000.0
3,2.25,2.0,1987,3500000.0
4,2.25,1.0,1975,2700000.0
6,2.25,1.0,1957,6625000.0
3,1.75,1.0,1939,2499000.0
3,1.75,1.0,1977,3245000.0
2,1.75,1.0,2004,4300000.0
2,1.75,1.0,2004,4199500.0
4,1.75,1.0,1962,2850000.0
4,2.5,2.0,2002,3320000.0
4,1.75,1.0,1956,2820000.0
3,1.0,1.0,1987,3200000.0
3,1.0,1.5,1911,4287500.0
3,2.25,2.0,1977,3300000.0
4,3.5,3.0,2008,4565000.0
3,2.25,1.0,1972,3520000.0
4,2.0,1.5,1912,6640000.0
3,1.75,1.0,1987,6280000.0
3,1.75,1.0,1977,5120000.0
3,2.0,1.0,1969,2540000.0
4,2.5,2.0,1994,5358000.0
3,1.0,1.0,1960,2876530.0
3,2.5,2.0,2006,4380000.0
4,1.75,1.0,1949,4500000.0
5,2.75,2.0,1998,3270000.0
4,2.5,2.0,2005,3705000.0
3,2.5,2.0,1993,2650000.0
4,2.75,1.0,1979,4500000.0
3,1.0,1.5,1988,4250000.0
3,1.75,1.0,1977,1666000.0
1,0.75,1.0,1963,2450000.0
3,1.0,1.0,1951,5650000.0
3,1.75,1.0,1976,5399000.0
3,3.5,2.0,2010,9100000.0
4,2.5,2.0,1990,2800000.0
3,2.25,2.0,1989,2750000.0
3,2.5,2.0,2001,4670000.0
3,2.5,2.0,1996,4575000.0
2,1.0,1.0,1908,3811560.0
5,2.5,1.0,1977,2899990.0
3,1.75,1.0,1919,6424500.0
3,2.25,1.0,1962,4699500.0
3,2.0,1.0,1975,7950000.0
4,2.5,2.0,1984,7850000.0
3,2.25,2.0,1983,8600000.0
0,0.0,3.5,1990,10950000.0
3,1.0,1.0,1959,1475000.0
3,2.0,1.0,1978,3900000.0
3,1.0,1.0,1954,2290000.0
3,1.0,1.0,1932,1850000.0
3,1.5,1.0,1941,4149000.0
4,2.0,1.0,1914,2000000.0
4,2.25,1.0,1969,2250000.0
3,1.75,2.0,1924,7200000.0
4,2.5,2.0,1908,9300000.0
5,2.5,1.0,1952,12700000.0
5,3.25,2.0,1928,7000000.0
2,1.5,3.0,2005,4660000.0
3,1.5,1.0,1976,3740000.0
3,2.5,2.0,1994,4800000.0
3,2.5,2.0,1995,7400000.0
4,1.0,1.5,1923,10100000.0
4,2.5,2.0,2002,3950000.0
2,1.0,1.0,1954,3400000.0
3,2.0,2.0,2003,2090000.0
5,2.5,1.5,1962,4316500.0
5,2.5,1.0,1971,9800000.0
3,2.5,2.0,1993,6600000.0
4,2.25,2.0,1977,7300000.0
3,1.75,1.0,1988,2915000.0
4,3.5,2.0,1997,9050000.0
4,2.5,1.5,1993,8000000.0
4,3.5,1.0,2013,8399000.0
1,1.5,2.0,2007,2000000.0
3,2.0,1.0,1979,3000000.0
3,1.75,1.5,1942,5300000.0
3,2.25,2.0,1995,3149500.0
3,1.75,1.0,1960,2550000.0
5,2.75,1.0,1950,5500000.0
3,1.0,1.0,1917,4350000.0
3,1.75,1.0,1966,2340000.0
4,2.25,1.0,1975,6150000.0
3,2.0,1.0,1985,2050000.0
4,1.75,1.0,1955,3840000.0
3,2.5,2.0,1994,3240000.0
3,1.75,1.0,1946,6450000.0
3,3.25,2.0,2007,5700000.0
3,2.5,2.0,1999,3240000.0
2,1.0,1.0,1943,2700000.0
5,1.5,1.5,1962,2900000.0
3,2.0,1.0,1965,2500000.0
3,1.75,2.0,1990,3420000.0
3,1.5,1.0,1958,2550000.0
3,2.25,1.0,1972,8000000.0
3,1.75,1.5,1926,4510000.0
4,2.5,1.0,1967,9900000.0
4,2.5,1.0,1983,2884000.0
3,1.5,2.0,1920,4200000.0
2,2.75,2.0,2009,3590000.0
4,3.0,1.0,1988,3900000.0
3,2.5,2.0,2005,3000000.0
5,2.5,1.0,1981,5450000.0
3,1.0,1.0,1972,2883490.0
3,2.25,1.0,1985,2999000.0
4,2.0,1.5,1925,8910000.0
3,2.0,1.0,1947,12000000.0
4,2.5,2.0,2004,3780000.0
2,1.0,1.0,1951,2999950.0
3,2.5,1.0,1994,2530000.0
3,2.25,1.0,1979,3500000.0
4,3.0,1.5,1900,5650000.0
2,1.0,1.0,1908,3150000.0
4,3.0,1.5,1915,5700000.0
5,3.5,2.0,2005,9710000.0
5,2.5,1.5,1910,9150000.0
4,1.5,1.0,1950,4190000.0
4,1.75,1.0,1977,2600000.0
3,3.0,2.0,1990,13215000.0
3,1.0,1.0,1977,3699500.0
3,2.5,2.0,1994,10299000.0
5,1.0,1.5,1929,4350000.0
3,1.75,1.0,1958,6010000.0
3,1.0,1.0,1963,4605000.0
3,2.5,3.0,2000,7200000.0
4,2.5,2.0,1996,8510000.0
4,3.0,2.0,1916,5500000.0
4,1.0,1.5,1920,7000000.0
3,1.75,1.0,1963,3230000.0
3,1.0,1.0,1944,3455000.0
4,1.5,1.0,1959,3780000.0
4,2.0,3.0,1917,6500000.0
3,2.0,1.0,1982,3850000.0
2,1.0,1.0,1910,4250000.0
4,2.0,1.5,1920,2100000.0
4,2.5,2.0,1993,6300000.0
3,1.75,1.0,1953,3350000.0
3,1.0,1.0,1966,1965000.0
4,2.75,1.0,1986,5828000.0
3,1.75,1.0,1983,4400000.0
4,2.25,2.0,1974,7525000.0
3,1.75,2.0,1909,5325000.0
3,1.0,1.0,1950,2650000.0
3,1.25,1.0,1961,3975000.0
3,2.5,2.0,1999,5242500.0
4,2.75,2.0,1996,7650000.0
4,2.5,2.0,2001,6480000.0
5,2.5,1.0,1969,4695000.0
3,1.75,1.0,1975,2375000.0
3,1.0,1.0,1956,2160000.0
3,1.0,1.0,1963,4272000.0
3,2.25,1.0,1977,2800000.0
5,3.0,1.0,1968,7180000.0
2,2.75,2.0,2010,4200000.0
2,1.0,1.0,1952,3790000.0
2,1.0,1.0,1942,3261000.0
3,2.5,3.0,2003,5350000.0
4,2.75,1.0,1992,2830000.0
3,1.0,1.5,1940,2600000.0
4,1.0,1.5,1951,3990000.0
3,2.25,2.0,1987,4849500.0
4,1.75,1.0,1960,6400000.0
4,2.5,1.0,1952,5850000.0
4,2.0,1.0,1955,6450000.0
3,2.0,1.0,1988,2530000.0
2,1.0,1.0,1953,1785000.0
4,2.5,2.0,1991,2910000.0
2,2.75,1.5,1920,1999500.0
2,1.0,1.0,1922,5535000.0
2,1.0,1.0,1981,1899500.0
3,2.0,1.0,1988,2890000.0
4,2.0,2.0,1908,7000000.0
3,2.0,1.0,1967,2700000.0
4,1.75,1.0,1977,2580000.0
3,2.5,2.0,2005,5300000.0
3,2.25,2.0,2012,2450000.0
3,2.0,1.5,1917,5630000.0
3,2.5,2.0,2001,5150000.0
4,2.5,2.0,1987,3250000.0
3,2.25,2.0,1996,5400000.0
2,1.0,1.0,1949,2803000.0
4,1.75,1.5,1926,4600000.0
3,1.75,1.0,1981,4750000.0
4,2.25,1.0,1957,9000000.0
4,3.0,1.0,1964,5382000.0
2,1.0,1.0,1922,4290000.0
3,1.0,1.0,1980,1648080.0
4,2.25,2.0,1977,5200000.0
3,1.75,1.0,1977,4750000.0
4,1.5,1.0,1942,2830000.0
4,2.5,2.0,2000,3215000.0
4,2.75,2.0,1993,8400000.0
3,2.25,2.0,1992,2870000.0
3,1.75,1.0,1962,3750000.0
3,1.75,1.0,1969,3495000.0
3,1.5,1.0,1960,4464500.0
4,2.5,2.0,1992,3150000.0
2,1.0,1.5,1906,2713100.0
4,1.0,1.5,1953,3150000.0
3,1.75,1.0,1990,2450000.0
2,1.0,1.0,1947,5431150.0
4,2.0,1.5,1945,9000000.0
4,4.25,2.0,2008,24500000.0
2,2.0,1.0,2003,5540000.0
3,1.75,1.0,1950,2499000.0
3,2.5,2.0,1981,7680000.0
4,3.0,1.0,1967,9800000.0
5,2.5,1.0,1962,3950000.0
3,1.75,2.0,1995,4150000.0
4,2.5,2.0,2003,3800000.0
3,2.5,2.0,1999,5660000.0
2,1.0,1.0,1949,2185000.0
4,2.5,1.0,1976,5500000.0
3,1.75,1.0,1920,5120310.0
2,1.0,1.0,1950,1975000.0
3,2.25,1.0,1977,4700000.0
3,1.75,1.0,1981,5900000.0
4,2.25,1.0,1977,4650000.0
2,1.75,1.0,1968,4990000.0
3,2.25,1.0,1972,5150000.0
3,1.75,1.0,1936,7165000.0
3,2.0,1.0,1944,4100000.0
4,3.25,2.0,1994,8500000.0
4,3.25,2.0,1983,10500000.0
4,2.5,2.0,1992,6480000.0
4,2.25,1.5,1929,6200000.0
4,4.5,2.0,2008,9350000.0
3,1.0,1.0,1963,3790000.0
3,1.75,1.0,1952,6990000.0
4,2.25,1.0,1960,5280000.0
3,1.75,1.0,1974,4250000.0
2,1.75,1.0,1963,2495000.0
5,3.25,2.0,2014,10354800.0
4,2.75,1.0,1961,7900000.0
3,1.0,1.0,1969,3999500.0
3,1.5,1.0,1953,2750000.0
3,1.0,1.5,1912,5500000.0
1,1.0,1.0,1926,1400000.0
3,1.0,1.0,1954,2500000.0
3,2.25,2.0,1988,3180000.0
2,1.0,1.0,1962,5050000.0
5,2.5,1.0,1966,4705000.0
3,1.0,1.5,1954,3600000.0
4,2.75,1.0,1962,12425000.0
3,2.5,1.0,1964,9860000.0
2,1.0,1.0,1906,5150000.0
3,1.75,1.0,1939,3200000.0
4,3.0,1.0,1951,3100000.0
2,1.0,1.0,1942,3567000.0
4,1.75,1.0,1956,7750000.0
3,1.0,1.0,1951,3250000.0
4,2.75,1.5,1962,2080000.0
2,1.0,1.0,1908,8250000.0
3,2.5,1.0,1990,5150000.0
3,1.5,1.5,1929,4900000.0
4,3.0,1.0,1954,6750000.0
4,2.5,1.0,1962,3600000.0
4,2.5,1.0,1962,5500000.0
3,1.5,1.0,1962,2250000.0
3,2.75,1.5,1967,5000000.0
4,2.0,1.0,1969,3850000.0
5,2.75,2.0,1994,8377000.0
3,2.25,2.0,2003,4480000.0
5,1.75,1.0,1952,7300000.0
4,1.5,1.0,1954,5750000.0
3,1.75,1.0,1976,4300000.0
3,2.5,2.0,2002,4350000.0
3,1.0,1.0,1973,2410000.0
2,1.75,1.0,1924,4535000.0
2,1.5,3.0,2001,2850000.0
2,1.0,1.0,1942,1510000.0
5,4.5,2.0,2004,15700000.0
5,2.0,2.0,1905,6310000.0
2,2.5,2.0,2011,2850000.0
3,1.0,1.0,1959,1950000.0
4,2.5,2.0,1987,8175000.0
3,2.0,1.0,1960,5500000.0
4,2.5,2.0,1995,11270000.0
2,2.75,3.0,2002,6098500.0
3,1.0,1.0,1947,2000000.0
4,2.5,2.0,2006,3670000.0
3,2.25,2.0,1988,2851670.0
2,1.5,1.0,1947,2750000.0
4,2.5,2.0,1992,3509000.0
4,3.25,2.0,1988,6600000.0
3,1.75,1.0,1957,5250000.0
4,2.5,2.0,1997,2620000.0
2,1.0,1.0,1907,6900000.0
5,3.75,2.0,2005,6240000.0
3,1.0,1.0,1947,3530000.0
4,3.5,2.0,2002,5525000.0
4,1.0,1.5,1983,2245000.0
3,1.0,1.0,1950,2390000.0
5,4.5,2.0,2004,9750000.0
4,1.75,2.0,2006,12000000.0
3,1.0,1.5,1910,5050000.0
4,1.75,1.0,1963,3020000.0
3,1.0,1.0,1944,1700000.0
2,1.0,1.0,1910,1950000.0
5,1.5,1.0,1959,2720000.0
5,1.5,1.0,1959,3690000.0
3,1.5,1.0,1953,3325000.0
3,2.5,1.0,1963,5150000.0
3,1.0,1.0,1967,2690000.0
4,4.0,1.0,1994,12780000.0
3,2.5,2.0,1985,3030000.0
7,3.0,1.0,1977,4200000.0
3,1.0,1.0,1941,4000000.0
3,1.0,1.0,1987,2250000.0
2,2.0,2.0,2004,2190000.0
3,2.5,2.0,1989,6050000.0
4,2.0,1.0,1942,6250000.0
5,2.0,1.0,1906,3800000.0
4,2.0,1.5,1962,6200000.0
4,2.75,2.0,1994,6875000.0
4,2.0,1.0,1962,2255000.0
3,2.0,1.0,1956,2525000.0
3,2.5,2.0,1994,5100000.0
4,2.5,2.0,2003,5100000.0
3,2.5,1.5,1906,7250000.0
1,0.0,1.0,1966,750000.0
2,1.0,1.0,1927,4920000.0
4,2.5,1.0,1977,4250000.0
4,2.75,1.0,1963,19550000.0
3,2.5,2.0,1994,2989000.0
4,2.5,2.0,1987,6990000.0
2,1.0,1.0,1918,3100000.0
3,1.75,1.0,1961,3500000.0
4,1.75,1.0,1961,7900000.0
4,2.5,2.0,2003,3050000.0
3,2.5,2.0,2003,3150000.0
5,3.5,2.0,1977,2675000.0
4,3.25,2.0,1950,17500000.0
6,3.5,2.0,1987,4350000.0
6,4.5,1.5,1966,4825000.0
5,5.25,2.0,1999,51108000.0
3,1.75,1.0,1959,4399950.0
3,3.0,1.0,1967,4600000.0
3,1.0,1.0,1971,1940000.0
2,0.75,1.0,1943,2900000.0
4,2.0,1.0,1963,2747000.0
4,2.5,2.0,1910,9000000.0
4,4.0,2.0,2001,11500000.0
3,2.5,2.0,2008,6050000.0
3,2.5,2.0,2004,3590000.0
3,1.75,1.0,1951,8500000.0
3,2.0,2.0,2002,5050000.0
3,2.5,2.0,1990,5650000.0
2,1.75,1.0,1955,5850000.0
4,3.25,2.0,1990,3280000.0
4,2.75,1.0,1957,7499500.0
4,2.5,2.0,2006,8260000.0
3,1.0,1.0,1977,5350000.0
4,2.5,2.0,1991,9250000.0
3,3.5,2.0,2001,8750000.0
4,2.25,1.0,1976,9020000.0
3,1.0,1.0,1951,4230000.0
3,1.0,1.0,1968,2350000.0
2,2.0,1.0,1980,5450000.0
2,1.0,1.0,1961,3430000.0
3,2.5,2.0,2002,3349500.0
3,1.75,1.0,1956,4050000.0
4,1.0,1.0,1959,2200000.0
2,1.0,1.0,1947,1730000.0
3,1.0,1.5,1906,6550000.0
2,1.0,1.0,1924,4060000.0
6,2.5,1.0,1961,6320000.0
5,2.75,1.0,1990,3570000.0
3,1.75,1.0,1964,3610000.0
2,1.0,1.0,1948,2770000.0
4,3.75,1.0,1980,6300000.0
3,2.5,2.0,2003,2540000.0
3,2.25,1.0,1961,4728000.0
3,1.75,1.0,1913,2630000.0
3,1.75,1.0,1913,5100000.0
3,1.0,1.0,1952,1799500.0
4,2.25,1.0,1973,5250000.0
3,2.5,3.0,2008,4790000.0
3,2.0,1.0,1940,6510000.0
4,1.75,1.0,1958,9490000.0
5,2.5,1.5,1942,3924000.0
4,1.75,1.0,1950,5850000.0
4,2.5,2.0,2004,4600000.0
3,1.0,1.0,1951,4700000.0
3,2.5,2.0,2003,2450000.0
4,2.0,2.0,1978,5000000.0
3,2.5,2.0,1989,4550000.0
4,2.5,2.0,1999,4855000.0
5,3.25,2.0,1921,18750000.0
2,1.0,1.0,1978,1000000.0
3,1.75,1.0,1982,3070000.0
4,3.5,2.0,1994,4750000.0
4,2.5,1.0,1972,3300000.0
3,1.0,1.0,1960,1300000.0
3,2.5,2.0,1998,3200000.0
4,2.5,2.0,2013,7350000.0
4,2.5,1.0,1972,3650000.0
3,1.5,1.0,1968,2340000.0
4,2.0,1.5,1970,2110000.0
6,3.5,2.0,1969,6800000.0
4,3.0,2.0,2002,4570000.0
3,2.25,2.0,1989,3490000.0
3,2.75,1.0,1979,3600000.0
4,2.5,2.0,1998,3500000.0
3,1.0,1.0,1960,2080000.0
2,1.0,1.0,1942,2502750.0
2,1.0,1.0,1942,4350000.0
3,1.75,1.0,1984,2700000.0
3,1.75,1.0,1961,4380000.0
4,2.0,2.0,1938,6590000.0
4,2.75,1.0,1974,6450000.0
4,2.5,2.0,1999,6851000.0
7,3.0,1.0,1963,3500000.0
2,1.0,1.0,1955,3750000.0
3,1.5,1.0,1966,1700000.0
4,2.5,3.0,2005,8800000.0
4,2.5,2.0,2008,4105000.0
4,2.5,2.0,1996,7800000.0
5,4.5,2.5,2001,12250000.0
2,1.75,1.0,2005,4490000.0
3,1.75,1.0,1921,5460000.0
3,2.0,1.0,1977,3170000.0
3,1.0,1.0,1958,2769000.0
5,2.0,1.0,1965,3990000.0
5,2.75,1.0,1976,4950000.0
3,1.75,1.0,1978,2580000.0
2,2.5,1.0,1912,6000000.0
3,2.75,3.0,1999,2650000.0
5,2.75,1.0,1978,3210000.0
5,2.25,1.5,1910,6820000.0
4,2.5,2.0,2000,2957000.0
4,2.5,2.0,1985,6090000.0
3,4.5,2.0,1968,9950000.0
3,2.25,2.0,1986,5300000.0
5,2.5,2.0,1907,6140000.0
3,2.5,1.0,1986,3900000.0
3,2.5,2.0,2004,4670000.0
6,2.5,1.0,1980,4840000.0
3,2.5,3.0,2003,3400000.0
3,2.5,2.0,1994,3024950.0
3,1.75,1.0,1927,5325000.0
3,2.5,2.0,1993,4415000.0
4,2.5,1.0,1967,4700000.0
4,3.25,2.0,2004,23000000.0
3,2.5,1.0,1996,5900000.0
3,1.75,1.0,1942,3200000.0
2,2.0,2.0,2009,3630000.0
4,2.25,2.0,1977,7475000.0
2,2.5,2.0,2003,7500000.0
4,3.0,2.0,1982,8310000.0
3,2.5,2.0,2004,4030000.0
3,2.5,2.0,2005,4450000.0
3,1.0,1.0,1970,3450000.0
3,3.5,1.0,2003,22600000.0
3,2.0,1.0,1977,3710250.0
2,1.0,1.0,1916,3550000.0
3,1.0,1.0,1972,2700000.0
4,2.75,2.0,1957,4250000.0
3,1.75,1.0,1967,3648080.0
3,2.25,1.0,1981,3200000.0
4,2.5,2.0,2006,3250000.0
3,2.25,2.0,1984,3500000.0
3,1.5,1.0,1947,1700000.0
2,1.0,1.0,1984,2550000.0
3,1.0,1.0,1947,5500000.0
4,4.25,2.0,2005,8350000.0
3,1.0,1.0,1946,4200000.0
4,2.5,2.5,1958,9250000.0
2,1.5,1.0,1956,3892500.0
3,2.5,1.0,2004,7480000.0
3,1.75,1.0,1988,2840000.0
4,2.0,1.0,1950,5880000.0
3,1.75,1.0,1963,3725000.0
4,3.0,2.0,1988,2850000.0
3,1.0,1.0,1954,3600000.0
3,1.0,1.0,1930,2750000.0
2,2.0,1.0,2003,4280000.0
6,2.5,2.0,1969,8470000.0
3,1.0,1.0,1977,3160000.0
3,2.5,2.0,2000,3750000.0
3,1.0,1.0,1967,5330000.0
5,2.5,2.0,1991,5560000.0
4,2.0,1.0,1966,2250000.0
4,2.5,1.0,1978,5372500.0
3,1.0,1.0,1967,2550000.0
4,2.5,2.0,2006,5300000.0
6,6.0,2.0,1991,53000000.0
3,2.75,2.0,1996,5950000.0
4,2.0,1.0,1958,5480000.0
3,1.75,1.0,1980,2349750.0
3,1.75,2.5,2005,6000000.0
4,1.0,1.0,1967,4320000.0
3,1.5,2.0,1986,4550000.0
3,1.75,1.0,1965,2799500.0
3,1.5,1.0,1963,2675000.0
4,2.5,2.0,2000,6200000.0
2,1.0,1.0,1943,1100000.0
3,3.5,2.0,2009,6250000.0
2,1.0,1.0,1952,3890000.0
4,2.0,2.0,1905,12000000.0
4,2.25,2.0,1977,7885000.0
5,2.25,1.0,1974,5670000.0
2,2.25,1.0,1987,5150000.0
4,2.5,1.0,1968,6050000.0
4,3.75,2.0,1936,4300000.0
2,1.75,1.0,1920,8050000.0
3,2.5,2.0,1999,5675000.0
3,1.75,1.0,1916,6475000.0
2,1.75,2.5,1903,4950000.0
4,2.5,2.0,2006,8250000.0
4,2.25,2.0,1987,4350000.0
3,1.75,1.0,1968,4459500.0
5,2.75,2.0,1993,9600000.0
4,3.0,1.5,1929,7800000.0
3,2.25,1.0,1969,2745000.0
5,3.0,1.5,1909,7299530.0
3,1.5,2.0,2008,4649500.0
4,1.75,1.0,1959,6200000.0
4,3.5,2.0,2005,7350000.0
4,2.25,1.0,1959,4500000.0
4,1.0,1.5,1916,4500000.0
4,2.5,2.5,1902,8425000.0
3,2.0,1.0,1979,3600000.0
3,2.5,2.0,1998,5850000.0
3,2.25,1.0,1977,4610000.0
2,1.0,1.0,1949,3450000.0
3,2.5,1.0,1970,10750000.0
4,2.5,2.0,1988,6430000.0
4,2.5,2.0,1990,6900000.0
4,1.0,1.5,1949,2820000.0
3,1.75,1.0,1951,5490000.0
3,2.0,2.0,1926,8150000.0
5,4.25,2.0,1952,22000000.0
3,2.25,2.0,1984,7000000.0
3,2.5,2.0,1992,9333990.0
3,1.0,1.0,1967,2900000.0
4,1.75,1.0,1979,3720000.0
2,1.75,1.0,1920,4500000.0
3,2.5,2.0,2010,3037000.0
4,2.5,2.0,1989,6720000.0
4,1.5,1.5,1970,3340000.0
2,1.0,1.0,1944,2600000.0
3,1.75,1.0,1941,7499500.0
4,2.25,2.0,1984,3300000.0
5,3.0,2.0,1960,8300000.0
3,2.25,1.0,2006,11310000.0
3,1.0,1.0,1948,3200000.0
2,1.0,1.5,1920,2600000.0
3,2.0,1.0,1945,2250000.0
1,1.0,1.0,1939,2792000.0
4,3.5,2.0,1942,5200000.0
3,2.5,2.0,1987,5050000.0
3,1.75,1.0,1975,2340000.0
4,2.5,2.0,2005,5030000.0
4,2.25,1.0,1979,6060000.0
3,1.0,1.0,1937,4335000.0
3,1.5,1.0,1951,2500000.0
3,2.5,2.0,1984,7190000.0
3,2.0,1.0,1959,3810000.0
3,2.5,2.0,2007,2670000.0
1,0.75,1.0,1962,2750000.0
4,2.5,2.0,1993,6510000.0
2,1.0,1.0,1949,4390000.0
2,1.0,1.0,1955,3250000.0
2,1.0,1.0,1938,4900000.0
4,2.5,2.0,1999,5199000.0
4,2.75,2.0,1984,5450000.0
4,4.0,2.0,2003,10625000.0
4,1.75,1.0,1955,5420000.0
4,1.75,2.0,1961,4650000.0
2,2.0,1.0,2006,4080000.0
4,2.5,2.0,2000,2920000.0
3,1.75,1.0,1994,2530000.0
2,1.0,1.0,1942,2800000.0
3,2.25,2.0,1986,6585880.0
4,2.25,1.0,1969,6350000.0
4,2.25,2.0,1978,4390000.0
3,2.5,2.0,1999,3000000.0
3,1.5,1.0,1960,3450000.0
4,2.25,2.0,1978,2835000.0
2,1.0,1.5,1911,4250000.0
3,1.75,1.0,1974,6850000.0
3,2.5,2.0,1983,7500000.0
4,1.5,1.0,1960,2450000.0
6,3.75,1.0,1962,5854440.0
4,2.5,2.0,2009,7060000.0
4,2.0,1.5,1944,4450000.0
3,2.0,1.0,1990,2410000.0
2,2.5,2.0,1957,11750000.0
3,1.0,1.5,1927,5300000.0
3,1.5,1.0,1948,3500000.0
4,3.75,2.0,1999,17000000.0
3,1.0,1.0,1968,3890000.0
4,2.75,2.0,1945,7990000.0
4,2.5,1.0,1951,14000000.0
2,1.0,1.0,1947,3408950.0
4,2.5,2.0,1996,7800000.0
2,1.5,1.0,1993,3500000.0
3,2.5,2.0,1999,4700000.0
4,3.0,2.0,1985,9146000.0
4,2.5,2.0,2005,3540000.0
5,2.0,1.5,1920,4700000.0
3,2.0,1.0,1927,7150000.0
2,1.0,1.0,1950,2650000.0
4,3.0,2.0,1936,25370000.0
3,1.0,1.0,1950,6400000.0
4,1.75,2.0,1929,2900000.0
5,4.75,1.0,1976,4800000.0
3,2.0,1.0,1954,5350000.0
3,1.75,1.0,1965,9070000.0
3,1.75,1.0,1974,4590000.0
3,2.5,1.0,1950,13550000.0
3,1.5,1.0,1967,2649500.0
3,1.0,1.5,1900,3529500.0
3,2.25,1.0,1974,4915000.0
4,3.5,2.0,1989,12290000.0
3,1.0,1.0,1952,3695000.0
3,2.5,2.0,2004,5660000.0
3,2.25,1.0,1968,2900000.0
5,5.0,2.0,2009,53500000.0
3,1.0,1.0,1969,1800000.0
2,1.0,1.0,1944,2150000.0
2,1.0,1.0,1944,3020000.0
3,1.75,1.0,1986,3525000.0
4,2.0,1.0,1942,2358670.0
3,2.25,2.0,1978,5000000.0
3,2.25,2.0,1995,3820000.0
5,2.5,1.5,1930,5150000.0
1,1.0,1.0,1919,2500000.0
3,2.25,1.5,1939,6725000.0
3,2.25,2.0,1989,7550000.0
3,1.0,2.0,1910,7075000.0
4,2.0,1.0,1924,4590000.0
3,1.0,1.5,1959,1400000.0
2,1.0,1.0,1905,4950000.0
3,3.25,2.0,2007,7570000.0
3,3.25,2.0,2007,7650000.0
4,1.5,1.0,1955,3590000.0
3,1.0,1.0,1900,4400000.0
4,1.5,1.0,1965,4000000.0
